user,anomaly_score,status
RSC0089,0.003124993680907129,Normal
THR0873,0.0035962379127386646,Normal
JDB0169,0.009597228859670182,Normal
ABC0174,0.010026178385949991,Normal
ATP0662,0.011201439538239488,Normal
GTD0219,0.013073677587350563,Normal
NGC0058,0.014738014353151141,Normal
HCS0003,0.01576660072381708,Normal
CLB0774,0.016340416518722645,Normal
JCR0172,0.016940593642846946,Normal
HCM0267,0.021233438390642845,Normal
QRM0739,0.02479191065490849,Normal
ZKS0899,0.024895780218260888,Normal
MDH0686,0.026552356130458254,Normal
BJP0134,0.02758906172060671,Normal
AIB0948,0.02772834824155257,Normal
MDM0625,0.030742635278807384,Normal
KCO0122,0.03200691609037276,Normal
JCC0225,0.03221214804798145,Normal
CTR0341,0.03348119428335439,Normal
JHP0583,0.033505032806251056,Normal
GZC0735,0.034028278212305696,Normal
BTW0005,0.03664105547137164,Normal
HTH0007,0.036802630092816035,Normal
AJD0074,0.03698524581416185,Normal
AMW0392,0.037822831482580255,Normal
BRS0734,0.03836579726159417,Normal
QNP0216,0.041253185536332504,Normal
VIA0063,0.042659685560693994,Normal
NGF0157,0.044504904944141055,Normal
YIC0195,0.04621139354534398,Normal
GKO0078,0.04739517236062807,Normal
CGB0637,0.050324384238335296,Normal
BAJ0654,0.050490398588973084,Normal
JRS0362,0.051349547168625054,Normal
UIR0043,0.05148261163576262,Normal
ACC0042,0.0542538614074331,Normal
JNJ0556,0.0551164229932507,Normal
DFR0218,0.0556413852448292,Normal
TVS0006,0.055995957875880575,Normal
LAP0338,0.05603821440518564,Normal
MNS0224,0.05609873551581496,Normal
MSO0222,0.05868362769990498,Normal
IAR0694,0.059064774776687645,Normal
HVB0037,0.06081689170666932,Normal
LBC0356,0.061164608287192446,Normal
DBB0384,0.06144467774353424,Normal
IBS0836,0.061522777722581745,Normal
XWD0923,0.06221138112996116,Normal
FUM0015,0.06256272322557782,Normal
ILJ0526,0.06339800296569753,Normal
KCF0045,0.06375989643039276,Normal
LJT0817,0.06502482052383529,Normal
MLL0598,0.0653320638754048,Normal
LCB0664,0.06560401295685525,Normal
DMG0358,0.06615349496488193,Normal
CBB0365,0.06619985304202697,Normal
CTA0020,0.06837514763181884,Normal
JLM0364,0.06950176601815161,Normal
EHB0420,0.0696038415002132,Normal
MCD0125,0.07022579397440792,Normal
SAK0375,0.07059550160985295,Normal
MBJ0312,0.07134113249529372,Normal
NAH0503,0.07150078934930554,Normal
SSJ0784,0.07174235959241854,Normal
SMH0291,0.07286822348326671,Normal
JBD0616,0.07322626193633353,Normal
JAV0361,0.07353471663133815,Normal
QOS0878,0.0739101839659333,Normal
VTT0385,0.07544726228232734,Normal
SGG0787,0.07815195378729145,Normal
SBN0971,0.07847171772117978,Normal
DRR0242,0.08004683783507877,Normal
MSH0040,0.08077259235750556,Normal
TVS0050,0.08148379390642901,Normal
RRC0553,0.08242246305215373,Normal
MSS0001,0.08255059505632889,Normal
WDD0366,0.08269415213353487,Normal
CSH0626,0.0839543144276011,Normal
BQS0525,0.08458405057455731,Normal
BBS0039,0.08655709314020771,Normal
CQW0652,0.08667708806263275,Normal
TSM0363,0.08706948697971179,Normal
BKW0374,0.08708592964597639,Normal
KJP0371,0.08792989593860695,Normal
NMS0280,0.08805966272521903,Normal
DFH0188,0.08847231270869754,Normal
MPT0376,0.0885156355099202,Normal
FOB0756,0.08898238455916957,Normal
QJR0688,0.08906796429924663,Normal
DJB0159,0.08923161962676002,Normal
GCL0016,0.08927840595826775,Normal
BBS0422,0.08995150469075186,Normal
DIW0118,0.09039039288054401,Normal
AHD0848,0.09165850226242,Normal
KRV0372,0.09169806321724594,Normal
AJN0607,0.09205446146706553,Normal
SGM0021,0.09207696328328263,Normal
CJM0521,0.09295565585865756,Normal
SBH0537,0.0931051601290559,Normal
JGT0221,0.09352668420454907,Normal
WBC0192,0.09434439639039094,Normal
JTM0223,0.09586098286946598,Normal
HLH0512,0.0959140655772397,Normal
RNP0211,0.09692999882940678,Normal
MTB0620,0.09744574138770756,Normal
VCC0396,0.09825080072066578,Normal
JJH0613,0.09876965474555643,Normal
RAM0447,0.09911141418573088,Normal
RHL0992,0.09948747314256362,Normal
AMM0014,0.10054317408032376,Normal
HCL0651,0.10140779027115976,Normal
GTD0116,0.10173996687871051,Normal
SRH0155,0.1023669661561259,Normal
RUM0880,0.10338608379143888,Normal
PDH0716,0.10359771790742128,Normal
CAS0507,0.10366791714981294,Normal
SBK0161,0.10405491512365928,Normal
OCS0865,0.10469617727312414,Normal
KMB0922,0.10608735895248572,Normal
SBN0866,0.10694663973266888,Normal
JCG0316,0.10712096713070768,Normal
LCC0819,0.10743154212178763,Normal
CIM0271,0.10870741795283251,Normal
MGS0974,0.10921467156262582,Normal
IBB0696,0.11138960728308428,Normal
ILH0958,0.11174951171377995,Normal
RHO0732,0.1119165734562298,Normal
KSP0357,0.11236408001956921,Normal
HDH0928,0.113195489682827,Normal
CHM0821,0.11386191736542212,Normal
BEH0615,0.11399571497230826,Normal
JFC0557,0.11442707988788586,Normal
HFB0347,0.1153069803154837,Normal
JKJ0698,0.11578630820479324,Normal
SOB0360,0.11614455777629523,Normal
DCC0160,0.11617323419805259,Normal
BBG0325,0.1168698962998555,Normal
JAJ0849,0.11698070724599419,Normal
JMD0520,0.11729306020722358,Normal
COF0120,0.11737590872699533,Normal
MAD0496,0.1181505450293146,Normal
CPG0322,0.11899056226326621,Normal
JKF0465,0.11970507167598032,Normal
CSC0217,0.11988514795277067,Normal
CAB0614,0.11996973620577245,Normal
IIL0513,0.11999065325610192,Normal
OLW0689,0.1200259588142722,Normal
PMC0328,0.12014305845722167,Normal
KWC0004,0.12107422179974481,Normal
LIM0674,0.12142542393303135,Normal
MCF0600,0.12144937581293369,Normal
AHC0142,0.12163634736769374,Normal
RLG0856,0.12167074263362271,Normal
AIP0982,0.12356859752586519,Normal
LAM0911,0.12383470178050265,Normal
AMR0318,0.12542517309594314,Normal
WXH0872,0.12555411528662636,Normal
ACV0812,0.1259890806232271,Normal
MHH0180,0.12609575131493989,Normal
BWP0202,0.12634201877098933,Normal
DIB0285,0.12765001649959984,Normal
DCH0843,0.1280761167171931,Normal
FFC0891,0.12830012125436807,Normal
BJH0811,0.12862162973274088,Normal
GNS0178,0.12875526966618345,Normal
ALB0892,0.1288841345916767,Normal
MKW0441,0.12948404158288218,Normal
HOB0994,0.12948988467645356,Normal
BTR0403,0.12988838763908023,Normal
TNM0961,0.13022992697631547,Normal
GHH0288,0.13060862660359818,Normal
SJO0209,0.1307201901715312,Normal
TLK0993,0.13076900158289884,Normal
FBW0747,0.13252394541445334,Normal
DMK0257,0.1326144352978132,Normal
NDM0417,0.13304310534332153,Normal
LAF0991,0.13348771729211256,Normal
AMD0077,0.13354044974260743,Normal
VFM0814,0.133568670841068,Normal
RMW0542,0.13398530916214857,Normal
AKR0057,0.13409264167676266,Normal
HVF0067,0.13471714157463438,Normal
CAM0681,0.13492324773386588,Normal
CQH0701,0.13563006603791777,Normal
PTH0830,0.13586626152963815,Normal
LDG0459,0.13614759207609478,Normal
KPR0497,0.1362312635005094,Normal
XAA0104,0.13640697086169418,Normal
PEV0323,0.13645628134392396,Normal
RSM0277,0.13695013599092482,Normal
FRB0023,0.137184619600343,Normal
HAV0121,0.13757496554456733,Normal
PMV0850,0.13800149615619683,Normal
CWR0502,0.13817371498470865,Normal
IWM0816,0.13843430843597998,Normal
CAH0936,0.13854647085095878,Normal
VSS0154,0.13860291481247522,Normal
KCS0173,0.13865424818759758,Normal
JBM0350,0.1386849771009654,Normal
MAR0955,0.13895900954376422,Normal
BTS0011,0.13969214825437282,Normal
HSG0818,0.14033412342150758,Normal
ZJE0857,0.14033427075511706,Normal
AJR0932,0.14041458408662316,Normal
DGW0752,0.14078208214627846,Normal
HJS0072,0.14189353914636355,Normal
AHM0410,0.14264188266389277,Normal
VMJ0546,0.14313707627215805,Normal
HWY0038,0.1432057739096504,Normal
HXL0968,0.1433025526205336,Normal
PSF0133,0.1433379999336356,Normal
CEJ0109,0.14343857744800542,Normal
PNL0301,0.1448254911447493,Normal
DAR0885,0.14543198322849576,Normal
SCP0130,0.1455186339852244,Normal
KKS0119,0.14557601784541652,Normal
CCL0068,0.14579945012054613,Normal
SLB0049,0.14588251066730312,Normal
KLH0596,0.1460392435476493,Normal
AJH0175,0.14607435234147875,Normal
DPM0423,0.14640623761577104,Normal
HBO0413,0.14671430896382454,Normal
VSA0230,0.14691104704879626,Normal
CLF0852,0.14693546566162252,Normal
DMM0623,0.1473788243581879,Normal
LJR0523,0.14771848691085415,Normal
JMC0925,0.1479756083723061,Normal
PAD0773,0.14798678070614013,Normal
MBW0809,0.1480102212265026,Normal
WDO0870,0.14814272720043803,Normal
ESH0283,0.14820593905682772,Normal
KWE0082,0.14850068290160334,Normal
NWT0098,0.1485409683080024,Normal
DRR0162,0.14864979905852216,Normal
EGD0132,0.14915513483240345,Normal
ICH0294,0.14927601004617724,Normal
KRL0501,0.1495136739119189,Normal
XHW0498,0.14979450825426238,Normal
WKD0013,0.14995583222260195,Normal
EDB0714,0.15032019265239055,Normal
MLD0755,0.15059814419657525,Normal
ANM0123,0.15075978126346,Normal
UAD0771,0.15091604376360063,Normal
KPC0073,0.1510237860345225,Normal
NKH0807,0.1510879655351981,Normal
DIB0081,0.15116412244295652,Normal
BMT0528,0.15128021192779756,Normal
HAH0760,0.15137640654527962,Normal
RTO0313,0.15144664145916165,Normal
RVF0201,0.15173391186208046,Normal
JNA0559,0.15178872389100456,Normal
BBH0810,0.1522369722703632,Normal
IKR0401,0.15223772022604964,Normal
SVS0871,0.15239195838079805,Normal
AAM0658,0.15252264920271852,Normal
KCB0815,0.152755106310147,Normal
HKR0628,0.15277928540083863,Normal
BMS0877,0.15279457187222112,Normal
WKF0012,0.15283339209140073,Normal
AAF0535,0.15290931825436455,Normal
CAA0612,0.15292787389746615,Normal
LOM0086,0.15295997484758594,Normal
SNC0187,0.1534064098430717,Normal
CBG0490,0.15388580719689637,Normal
BIH0745,0.1540092947466959,Normal
MVB0515,0.15454047305065316,Normal
EMS0317,0.15455674665704494,Normal
LDD0560,0.1545658803345114,Normal
RRP0568,0.15461333468961996,Normal
LOF0311,0.15473818301114878,Normal
EAH0466,0.15507528312587748,Normal
RHY0079,0.15520149189509697,Normal
EWH0191,0.15521277741378986,Normal
SPA0141,0.15557320491683202,Normal
IJW0851,0.15563356714764126,Normal
MTT0901,0.15579038191149897,Normal
FGW0853,0.15592948210271268,Normal
VMJ0147,0.15662702700722497,Normal
BAM0636,0.15680725625228686,Normal
RAR0725,0.1568215291956691,Normal
JLW0053,0.15690066684558918,Normal
FIR0920,0.15692659450753582,Normal
SES0477,0.1570099223242959,Normal
KBG0549,0.15704152950296146,Normal
KBB0189,0.1571516955210734,Normal
JMK0099,0.15722519091036646,Normal
NCH0179,0.1572405520088831,Normal
PNH0761,0.15731446659962084,Normal
RKD0604,0.15738420626417027,Normal
MVH0373,0.15749374195640475,Normal
TET0621,0.15759559237481224,Normal
KJS0618,0.1581271373001445,Normal
HMM0108,0.15815769419746606,Normal
LPH0572,0.158229556405784,Normal
DGM0754,0.15868862309907505,Normal
FSC0601,0.15883965690672547,Normal
JAD0609,0.1588697260826824,Normal
CYA0506,0.15890758035780594,Normal
NRF0137,0.1590143307960032,Normal
TAP0551,0.15925308414198308,Normal
HWW0436,0.15927613267402085,Normal
ZDW0859,0.15936856357486123,Normal
EZT0640,0.1593912082047927,Normal
ESR0693,0.1595017334129794,Normal
MAS0025,0.15954274185507772,Normal
KBS0874,0.15956896349185934,Normal
UJC0737,0.15961186645390063,Normal
FHO0630,0.15967061278650868,Normal
SDO0170,0.15976146516105078,Normal
JJM0203,0.1597746905261832,Normal
LMF0980,0.15986412116553034,Normal
FAW0032,0.16002297557452322,Normal
KES0729,0.1603190506902874,Normal
AQD0820,0.16036422960944063,Normal
CJC0494,0.16053697019315127,Normal
RCC0617,0.160616263466983,Normal
FDE0117,0.16087390544950542,Normal
BLL0929,0.16091262783732307,Normal
IEB0153,0.16102557704185982,Normal
JRH0455,0.16105849454952237,Normal
MDH0580,0.1613927415017306,Normal
DTT0076,0.16140829729045286,Normal
KRG0158,0.1614962688072159,Normal
IMB0481,0.1617309274022986,Normal
ORG0339,0.16191800733687645,Normal
CWB0065,0.1621548604401427,Normal
CKB0482,0.16233485140964626,Normal
YDN0198,0.1624310965971097,Normal
BWH0813,0.16247523656490936,Normal
HKI0171,0.1625260183184451,Normal
CTW0500,0.1625346527373968,Normal
VCY0751,0.16271728875982783,Normal
EHD0584,0.162900238741441,Normal
IBP0883,0.16307511026730576,Normal
AIP0394,0.16316628080631596,Normal
CAC0889,0.1632319525133049,Normal
SMY0792,0.16327570794429097,Normal
JMB0308,0.1633180042994346,Normal
EHB0824,0.1634547975110031,Normal
USH0199,0.16351664747834777,Normal
BXJ0010,0.16375137794861305,Normal
VLB0647,0.16380180419866108,Normal
TDJ0998,0.16397934903408162,Normal
IJM0776,0.16405182927350387,Normal
SOF0808,0.16405270282501855,Normal
SER0165,0.16424208872873436,Normal
GHL0460,0.16429736208045975,Normal
HCV0478,0.16437423895955527,Normal
LHL0309,0.16453954085773714,Normal
JIM0095,0.1646346000537104,Normal
BAH0875,0.16481216317343805,Normal
MHA0798,0.16495436402433367,Normal
SGB0140,0.1651125206737995,Normal
NKH0979,0.1651937566926373,Normal
RAB0589,0.16522232918223828,Normal
IMG0320,0.16537157691682497,Normal
BTL0226,0.1655423205241539,Normal
CCH0685,0.16565619503242496,Normal
NHE0919,0.16582993310081234,Normal
ADC0391,0.16589236322984569,Normal
CFM0767,0.1660460784681571,Normal
MKP0861,0.166153159156949,Normal
JRL0574,0.1661850488339669,Normal
CNE0352,0.16619382174987735,Normal
KJJ0293,0.16638903832746366,Normal
DDA0476,0.16658353530596343,Normal
XHG0902,0.1667653457312802,Normal
KAT0489,0.16676552119108706,Normal
ANT0430,0.16679870440347577,Normal
GAF0570,0.1668001488712843,Normal
BJW0619,0.16685594602686793,Normal
BTN0061,0.1669511371743898,Normal
ETR0177,0.1669870069801283,Normal
TSM0927,0.16704341000502393,Normal
FTM0406,0.16711515622182138,Normal
RYB0718,0.16721274159252508,Normal
GQP0743,0.16724658571750572,Normal
CRK0916,0.16728448394536277,Normal
HDL0748,0.167382257756038,Normal
GCG0951,0.1675285928956013,Normal
LUR0896,0.1676942633414465,Normal
BSB0990,0.16776323874556986,Normal
LQC0479,0.16786235859026888,Normal
YWW0660,0.1678944968938194,Normal
BHC0665,0.16816478681117497,Normal
AAF0791,0.1681722216804284,Normal
AMJ0297,0.16819260410337378,Normal
IUB0565,0.16822389831721052,Normal
IBM0671,0.16825921701970076,Normal
RLB0719,0.1682812765553774,Normal
GMF0738,0.16829981893377038,Normal
TQS0212,0.16841311222004718,Normal
DBW0483,0.16843684947498233,Normal
BTL0722,0.16848723199504068,Normal
PMJ0564,0.16864132521407343,Normal
TSR0676,0.168751602252738,Normal
FEB0306,0.1688132933846052,Normal
JCR0921,0.16922014298398264,Normal
CQH0730,0.16925061581300554,Normal
BNR0965,0.16931145420137655,Normal
CCM0136,0.1694066711105452,Normal
CFW0264,0.1694155392804681,Normal
DAL0673,0.16944453222700634,Normal
FLM0213,0.1698848225529337,Normal
ABH0663,0.16998505224471272,Normal
NSC0597,0.17007172466907505,Normal
IJM0444,0.17015118294444098,Normal
CRD0624,0.17021490232542652,Normal
BLB0114,0.17024279201902887,Normal
PPF0435,0.17033196202452017,Normal
LNS0989,0.17043545688525408,Normal
ASS0206,0.17057319817727046,Normal
JCW0858,0.17071792435689342,Normal
CJM0138,0.17083911164111876,Normal
AGB0186,0.1708689343640924,Normal
SNS0129,0.1708921830061852,Normal
MJS0890,0.17096954344656284,Normal
DLS0383,0.17109105643794048,Normal
SLT0907,0.17117380259450898,Normal
SBD0913,0.17118819007989255,Normal
IYB0918,0.17122246279007314,Normal
SSH0799,0.17124523795749624,Normal
AAE0190,0.17126474728948915,Normal
WDV0573,0.1712651423284977,Normal
ARB0881,0.17141042808757995,Normal
TRK0914,0.17149848035400317,Normal
SAP0867,0.1715727580744727,Normal
PID0426,0.17160887529724733,Normal
HPR0585,0.1717955085852676,Normal
EDA0684,0.1722174367909749,Normal
CCR0863,0.17229319391268394,Normal
ASV0946,0.17230701671843673,Normal
MKG0711,0.1723752996695504,Normal
DKB0631,0.17240032654566095,Normal
PIS0522,0.17245815700854183,Normal
CSP0197,0.1724838856488422,Normal
SAB0781,0.17252811262656936,Normal
RGG0064,0.17260347716899527,Normal
WBC0315,0.17264103849401952,Normal
SAH0599,0.17297278783209225,Normal
KPP0452,0.17303619143965326,Normal
MYD0978,0.17308697605648882,Normal
EMW0772,0.1730910905258255,Normal
RNL0695,0.17309514743469995,Normal
NLO0131,0.17326743755467283,Normal
ARB0834,0.17334753865527347,Normal
JRG0207,0.17334987918056516,Normal
DSB0731,0.17335332984969976,Normal
SBN0495,0.1734887046857848,Normal
JTS0389,0.1734924219265559,Normal
WRM0963,0.1735562517674979,Normal
FMG0527,0.1735586711704482,Normal
NMC0486,0.1735965461344643,Normal
GCS0571,0.17360118450466938,Normal
WLV0566,0.17372957426540142,Normal
KKC0683,0.17376403770526277,Normal
SAC0687,0.173840333289425,Normal
EIM0156,0.17384609001221385,Normal
BDV0168,0.17403595412266676,Normal
JKM0303,0.17403908429951287,Normal
DID0650,0.17407422966771385,Normal
CMM0487,0.1742558564280261,Normal
GDF0704,0.1742619513944234,Normal
CUD0795,0.1743170404114911,Normal
SCF0608,0.17431731519965832,Normal
LEM0605,0.1744504528547054,Normal
BIS0247,0.17448318042197736,Normal
TUC0632,0.17448647859146993,Normal
PBP0002,0.17452546036291966,Normal
HDD0789,0.17460690451896937,Normal
RAS0432,0.17461308544947662,Normal
EHR0096,0.17470871833772017,Normal
AKC0924,0.17477682131787592,Normal
WGR0833,0.17483143791523958,Normal
HRD0635,0.17488868287657233,Normal
MIM0712,0.17490355551658304,Normal
CLD0894,0.1753705925632874,Normal
ALH0402,0.17537223474001723,Normal
HCC0344,0.17565180989544,Normal
UFK0208,0.17566523377895843,Normal
NAR0981,0.17577129993029583,Normal
KMW0545,0.17602124028020033,Normal
MAH0149,0.17634701274789816,Normal
TJD0996,0.17635185658372732,Normal
ONL0276,0.17635381399332045,Normal
BVN0514,0.1763757650110525,Normal
ADF0397,0.1764568617620766,Normal
ECF0828,0.17649921990971218,Normal
LCD0622,0.1765656282151607,Normal
CJV0286,0.1766242677626988,Normal
AJL0462,0.17663064901916603,Normal
ORB0473,0.1766561365449253,Normal
LNR0656,0.17668997078771986,Normal
ATF0274,0.17686404996059896,Normal
KDT0346,0.17688347386826464,Normal
KBL0260,0.1769423038808312,Normal
MJB0588,0.17694823578639352,Normal
SBQ0786,0.17698246629705744,Normal
ABM0845,0.17709990262777958,Normal
IRT0491,0.17714222546903513,Normal
RKF0164,0.17718171738669647,Normal
ELB0847,0.17726255611886793,Normal
LRW0970,0.17727482424373037,Normal
MIC0726,0.17734463741762213,Normal
CRO0027,0.17735609232030258,Normal
CBG0398,0.17739555424930326,Normal
MCJ0324,0.17741142832279067,Normal
HKF0831,0.17743222190547242,Normal
JSA0775,0.17751741393400827,Normal
TDG0962,0.1776299000511659,Normal
GJT0386,0.17763857562588514,Normal
FPC0954,0.17769436567987773,Normal
BAM0611,0.17781560620473663,Normal
AOB0019,0.17790269654194224,Normal
MAD0753,0.17801033915825443,Normal
CLH0703,0.17809176897958057,Normal
JGM0934,0.17825319561773822,Normal
TEB0251,0.1782919557863536,Normal
TJG0582,0.17830314137460346,Normal
AMR0400,0.17831299440290416,Normal
DPS0262,0.17845526623051217,Normal
IDO0176,0.17855067343841713,Normal
MAW0166,0.17856020397955424,Normal
IMP0530,0.17856435056754488,Normal
CJP0952,0.1785748576066924,Normal
RDT0424,0.17857696672642392,Normal
KNW0644,0.17862830060056023,Normal
OLB0749,0.17879699909091995,Normal
LHB0606,0.1787996435220498,Normal
BCR0581,0.1788443683970753,Normal
HIW0536,0.17885170785562704,Normal
DGN0480,0.17893217223454377,Normal
PRM0740,0.17901443001140788,Normal
JRF0835,0.1791165574459226,Normal
SHW0578,0.17912954177424567,Normal
EGK0893,0.17921871892527985,Normal
CNM0800,0.17927978953538998,Normal
NNS0059,0.17929231580069876,Normal
LTS0860,0.1793075045295689,Normal
TEM0093,0.17941875746955344,Normal
NIH0969,0.1794513941094103,Normal
XRS0633,0.17949512028487152,Normal
SIJ0661,0.17953517338846098,Normal
LLV0602,0.17955275108741853,Normal
WGS0516,0.17965041474496968,Normal
CGA0629,0.17970270827974338,Normal
LHN0151,0.17975512222418588,Normal
GAF0060,0.17980532163950863,Normal
ASS0517,0.1798494375907,Normal
MCS0035,0.17986221319229273,Normal
CCW0031,0.17988124474730538,Normal
FQA0854,0.17994764763779925,Normal
MAH0864,0.17995283526066547,Normal
NCE0097,0.1800518855287419,Normal
MCF0327,0.18005297138136228,Normal
JKB0126,0.18006380201846195,Normal
AAL0706,0.18009516076435855,Normal
AJC0840,0.18012663962857955,Normal
KAC0124,0.18013354865286213,Normal
FBA0348,0.180141476596675,Normal
ASD0577,0.18014378527540448,Normal
JIG0128,0.18015749463184,Normal
NNA0610,0.1801708822245358,Normal
LPC0492,0.18020456835071236,Normal
RHP0484,0.18024946567823524,Normal
CCH0182,0.1802693957710006,Normal
MMG0943,0.180283524065474,Normal
YJF0532,0.18032612498241168,Normal
CIG0052,0.18038961227723183,Normal
CFG0959,0.1803931145281672,Normal
AMV0036,0.18044487307826218,Normal
PES0085,0.180493055613679,Normal
SKG0759,0.18053654599554603,Normal
KNB0022,0.18065809212935607,Normal
KLM0639,0.18072189479604434,Normal
JJB0700,0.18077256567655509,Normal
HWH0646,0.18078642913919923,Normal
GRM0868,0.18079535896399312,Normal
KRL0062,0.1808904976202501,Normal
NGO0690,0.18093151849652866,Normal
DVM0265,0.18107144345735288,Normal
SDF0017,0.18113804066524863,Normal
LHB0967,0.18120097816121006,Normal
CJF0802,0.18127256118312496,Normal
ICS0956,0.1812843345303759,Normal
TOR0193,0.1812921976247024,Normal
HAM0985,0.18131417643135617,Normal
BLS0678,0.18137122286341034,Normal
ILR0304,0.18144621490117446,Normal
MSZ0310,0.1815132355672861,Normal
IAT0263,0.18157029851492867,Normal
CEB0210,0.18157667595435234,Normal
OLF0504,0.1816094004136386,Normal
AAS0442,0.18162533152074184,Normal
ZSB0649,0.18163867833808456,Normal
AMH0464,0.1816684455121798,Normal
BER0314,0.18167786739703629,Normal
SXM0895,0.18170706751217086,Normal
BJH0354,0.1817896149535828,Normal
MJM0510,0.1818602490412637,Normal
KQC0708,0.18188654105198043,Normal
ESA0642,0.18189610902594083,Normal
AIM0627,0.1819210172875087,Normal
OSH0655,0.18194537985360748,Normal
KMS0657,0.18196848142221644,Normal
RJB0088,0.18197613049419448,Normal
NSS0876,0.18202627452343256,Normal
GBM0603,0.18211068959315257,Normal
KSH0569,0.18212385621714272,Normal
MCT0720,0.1821702045129166,Normal
RVC0232,0.18232132486519592,Normal
PDW0259,0.1823879584378864,Normal
UCH0519,0.18239138531740157,Normal
SJF0094,0.18239714834179588,Normal
FWM0707,0.18248042277010956,Normal
DJS0682,0.18269424108174936,Normal
ENC0234,0.18279500303214624,Normal
SJW0451,0.18291827774308694,Normal
QPM0727,0.18297274523864354,Normal
KVT0028,0.1829770085437742,Normal
KJA0152,0.18301330333005944,Normal
GRC0145,0.1830820054577333,Normal
PLH0862,0.1830994871174889,Normal
RBB0485,0.18310068115050615,Normal
ALD0544,0.18325001545355168,Normal
OMM0944,0.18330460878693694,Normal
JER0404,0.18335782134775053,Normal
NCO0666,0.18340050178660738,Normal
HDJ0446,0.18341368580196238,Normal
CHG0146,0.18363005266437776,Normal
DBS0235,0.18363411141510416,Normal
COM0321,0.18369987103002489,Normal
ECL0930,0.18370840596372445,Normal
MMB0488,0.18376814158824717,Normal
MNC0717,0.1837914445008368,Normal
RGN0408,0.18382040204694372,Normal
JPW0741,0.18385872208033965,Normal
MES0407,0.18387252382958053,Normal
FRL0511,0.18392378521072206,Normal
AHG0634,0.18403872639496383,Normal
BEC0505,0.18405432392879756,Normal
SSR0278,0.18408645380837074,Normal
RHC0335,0.18409051561310502,Normal
CIM0926,0.18416244412848876,Normal
HWM0342,0.18418329759015428,Normal
TAC0300,0.18419995872161377,Normal
SDB0106,0.1842013688836906,Normal
DHM0937,0.18430705664405772,Normal
ADD0846,0.18444371990609337,Normal
UCS0227,0.18455658921702822,Normal
YJV0699,0.1846658368614762,Normal
CKD0680,0.1846998205575749,Normal
HJA0018,0.18474057587101095,Normal
BCM0653,0.18489690970530198,Normal
JJB0127,0.1849620996989798,Normal
SED0886,0.18506041716333577,Normal
JML0909,0.1851546480027419,Normal
GNZ0953,0.18527993931054892,Normal
WTR0563,0.18531760164383593,Normal
AWM0764,0.18533745778188337,Normal
JOM0750,0.18535764499532814,Normal
SVL0940,0.1853583564791758,Normal
KJM0887,0.1853718108679,Normal
OKC0107,0.18537542924707207,Normal
AKK0329,0.18539229628011572,Normal
RGH0728,0.18545867417634065,Normal
ASM0575,0.18548051092407764,Normal
HKB0418,0.18554469162019555,Normal
LDM0587,0.18562406540640697,Normal
SSS0345,0.18563693996576125,Normal
TEM0977,0.18567852051605627,Normal
FSB0399,0.18574038761123407,Normal
HPM0986,0.18582678292027327,Normal
ARD0509,0.18587230542332994,Normal
SGS0268,0.18588623493009865,Normal
