id,date,user,pc,filename,activity,content
FIL0000043,01/01/2026 13:47:55,USR0004,PC-USR0004-01,C:\Documents\work_doc_22.docx,File Open,Sample content
FIL0000044,01/01/2026 16:42:27,USR0005,PC-USR0005-01,C:\Documents\work_doc_32.docx,File Open,Sample content
FIL0000045,01/01/2026 16:26:17,USR0005,PC-USR0005-01,C:\Documents\work_doc_14.docx,File Open,Sample content
FIL0000046,01/01/2026 10:22:27,USR0005,PC-USR0005-01,C:\Documents\work_doc_8.docx,File Open,Sample content
FIL0000047,01/01/2026 13:43:43,USR0005,PC-USR0005-01,C:\Documents\work_doc_38.docx,File Open,Sample content
FIL0000048,01/01/2026 16:33:42,USR0005,PC-USR0005-01,C:\Documents\work_doc_20.docx,File Open,Sample content
FIL0000049,01/01/2026 09:14:25,USR0005,PC-USR0005-01,C:\Documents\work_doc_39.docx,File Open,Sample content
FIL0000050,01/01/2026 09:00:13,USR0005,PC-USR0005-01,C:\Documents\work_doc_20.docx,File Open,Sample content
FIL0000051,01/01/2026 12:49:08,USR0005,PC-USR0005-01,C:\Documents\work_doc_49.docx,File Open,Sample content
FIL0000052,01/01/2026 13:18:20,USR0005,PC-USR0005-01,C:\Documents\work_doc_8.docx,File Open,Sample content
FIL0000053,01/01/2026 09:31:47,USR0005,PC-USR0005-01,C:\Documents\work_doc_28.docx,File Open,Sample content
FIL0000054,01/01/2026 11:08:24,USR0005,PC-USR0005-01,C:\Documents\work_doc_35.docx,File Open,Sample content
FIL0000055,01/01/2026 12:32:35,USR0005,PC-USR0005-01,C:\Documents\work_doc_43.docx,File Open,Sample content
FIL0000056,01/01/2026 14:04:25,USR0005,PC-USR0005-01,C:\Documents\work_doc_48.docx,File Open,Sample content
FIL0000057,01/01/2026 15:10:52,USR0006,PC-USR0006-01,C:\Documents\work_doc_13.docx,File Open,Sample content
FIL0000058,01/01/2026 11:55:16,USR0006,PC-USR0006-01,C:\Documents\work_doc_4.docx,File Open,Sample content
FIL0000059,01/01/2026 16:55:23,USR0006,PC-USR0006-01,C:\Documents\work_doc_36.docx,File Open,Sample content
FIL0000060,01/01/2026 10:45:54,USR0006,PC-USR0006-01,C:\Documents\work_doc_34.docx,File Open,Sample content
FIL0000061,01/01/2026 10:18:05,USR0006,PC-USR0006-01,C:\Documents\work_doc_49.docx,File Open,Sample content
FIL0000062,01/01/2026 11:17:28,USR0006,PC-USR0006-01,C:\Documents\work_doc_33.docx,File Open,Sample content
FIL0000063,01/01/2026 11:53:27,USR0006,PC-USR0006-01,C:\Documents\work_doc_6.docx,File Open,Sample content
FIL0000064,01/01/2026 12:52:28,USR0006,PC-USR0006-01,C:\Documents\work_doc_23.docx,File Open,Sample content
FIL0000065,01/01/2026 09:26:03,USR0006,PC-USR0006-01,C:\Documents\work_doc_26.docx,File Open,Sample content
FIL0000066,01/01/2026 14:15:24,USR0006,PC-USR0006-01,C:\Documents\work_doc_6.docx,File Open,Sample content
FIL0000067,01/01/2026 14:14:01,USR0006,PC-USR0006-01,C:\Documents\work_doc_21.docx,File Open,Sample content
FIL0000068,01/01/2026 10:53:45,USR0006,PC-USR0006-01,C:\Documents\work_doc_42.docx,File Open,Sample content
FIL0000069,01/01/2026 14:50:09,USR0006,PC-USR0006-01,C:\Documents\work_doc_9.docx,File Open,Sample content
FIL0000070,01/01/2026 09:18:58,USR0006,PC-USR0006-01,C:\Documents\work_doc_31.docx,File Open,Sample content
FIL0000071,01/01/2026 11:48:45,USR0006,PC-USR0006-01,C:\Documents\work_doc_31.docx,File Open,Sample content
FIL0000072,01/01/2026 16:39:00,USR0006,PC-USR0006-01,C:\Documents\work_doc_6.docx,File Open,Sample content
FIL0000073,01/01/2026 09:16:13,USR0006,PC-USR0006-01,C:\Documents\work_doc_10.docx,File Open,Sample content
FIL0000074,01/01/2026 16:12:15,USR0007,PC-USR0007-01,C:\Documents\work_doc_18.docx,File Open,Sample content
FIL0000075,01/01/2026 13:14:19,USR0007,PC-USR0007-01,C:\Documents\work_doc_50.docx,File Open,Sample content
FIL0000076,01/01/2026 13:45:13,USR0007,PC-USR0007-01,C:\Documents\work_doc_45.docx,File Open,Sample content
FIL0000077,01/01/2026 16:20:30,USR0007,PC-USR0007-01,C:\Documents\work_doc_23.docx,File Open,Sample content
FIL0000078,01/01/2026 13:18:07,USR0007,PC-USR0007-01,C:\Documents\work_doc_37.docx,File Open,Sample content
FIL0000079,01/01/2026 15:57:25,USR0007,PC-USR0007-01,C:\Documents\work_doc_23.docx,File Open,Sample content
FIL0000080,01/01/2026 11:18:02,USR0007,PC-USR0007-01,C:\Documents\work_doc_19.docx,File Open,Sample content
FIL0000081,01/01/2026 10:22:59,USR0007,PC-USR0007-01,C:\Documents\work_doc_29.docx,File Open,Sample content
FIL0000082,01/01/2026 13:47:30,USR0007,PC-USR0007-01,C:\Documents\work_doc_14.docx,File Open,Sample content
FIL0000083,01/01/2026 12:52:34,USR0007,PC-USR0007-01,C:\Documents\work_doc_18.docx,File Open,Sample content
FIL0000084,01/01/2026 13:08:06,USR0007,PC-USR0007-01,C:\Documents\work_doc_40.docx,File Open,Sample content
FIL0000085,01/01/2026 12:15:03,USR0007,PC-USR0007-01,C:\Documents\work_doc_43.docx,File Open,Sample content
FIL0000086,01/01/2026 12:40:14,USR0007,PC-USR0007-01,C:\Documents\work_doc_4.docx,File Open,Sample content
FIL0000087,01/01/2026 12:19:56,USR0008,PC-USR0008-01,C:\Documents\work_doc_10.docx,File Open,Sample content
FIL0000088,01/01/2026 12:26:19,USR0008,PC-USR0008-01,C:\Documents\work_doc_18.docx,File Open,Sample content
FIL0000089,01/01/2026 09:35:37,USR0008,PC-USR0008-01,C:\Documents\work_doc_48.docx,File Open,Sample content
FIL0000090,01/01/2026 11:40:43,USR0008,PC-USR0008-01,C:\Documents\work_doc_28.docx,File Open,Sample content
FIL0000091,01/01/2026 16:03:22,USR0008,PC-USR0008-01,C:\Documents\work_doc_42.docx,File Open,Sample content
FIL0000092,01/01/2026 15:50:33,USR0008,PC-USR0008-01,C:\Documents\work_doc_21.docx,File Open,Sample content
FIL0000093,01/01/2026 15:26:09,USR0008,PC-USR0008-01,C:\Documents\work_doc_20.docx,File Open,Sample content
FIL0000094,01/01/2026 15:11:48,USR0008,PC-USR0008-01,C:\Documents\work_doc_35.docx,File Open,Sample content
FIL0000095,01/01/2026 16:15:54,USR0008,PC-USR0008-01,C:\Documents\work_doc_15.docx,File Open,Sample content
FIL0000096,01/01/2026 13:54:45,USR0008,PC-USR0008-01,C:\Documents\work_doc_10.docx,File Open,Sample content
FIL0000097,01/01/2026 16:58:03,USR0008,PC-USR0008-01,C:\Documents\work_doc_36.docx,File Open,Sample content
FIL0000098,01/01/2026 15:26:35,USR0008,PC-USR0008-01,C:\Documents\work_doc_34.docx,File Open,Sample content
FIL0000099,01/01/2026 11:24:15,USR0008,PC-USR0008-01,C:\Documents\work_doc_17.docx,File Open,Sample content
FIL0000100,01/01/2026 12:21:41,USR0008,PC-USR0008-01,C:\Documents\work_doc_6.docx,File Open,Sample content
FIL0000101,01/01/2026 16:54:23,USR0008,PC-USR0008-01,C:\Documents\work_doc_6.docx,File Open,Sample content
FIL0000102,01/01/2026 11:52:43,USR0009,PC-USR0009-01,C:\Documents\work_doc_46.docx,File Open,Sample content
FIL0000103,01/01/2026 13:58:39,USR0009,PC-USR0009-01,C:\Documents\work_doc_38.docx,File Open,Sample content
FIL0000104,01/01/2026 10:43:08,USR0009,PC-USR0009-01,C:\Documents\work_doc_21.docx,File Open,Sample content
FIL0000105,01/01/2026 10:15:19,USR0009,PC-USR0009-01,C:\Documents\work_doc_8.docx,File Open,Sample content
FIL0000106,01/01/2026 11:23:44,USR0009,PC-USR0009-01,C:\Documents\work_doc_10.docx,File Open,Sample content
FIL0000107,01/01/2026 15:26:38,USR0009,PC-USR0009-01,C:\Documents\work_doc_9.docx,File Open,Sample content
FIL0000108,01/01/2026 15:27:11,USR0009,PC-USR0009-01,C:\Documents\work_doc_32.docx,File Open,Sample content
FIL0000109,01/01/2026 11:35:10,USR0009,PC-USR0009-01,C:\Documents\work_doc_32.docx,File Open,Sample content
FIL0000110,01/01/2026 13:08:11,USR0009,PC-USR0009-01,C:\Documents\work_doc_21.docx,File Open,Sample content
FIL0000111,01/01/2026 16:39:03,USR0009,PC-USR0009-01,C:\Documents\work_doc_23.docx,File Open,Sample content
FIL0000112,01/01/2026 09:31:08,USR0009,PC-USR0009-01,C:\Documents\work_doc_13.docx,File Open,Sample content
FIL0000113,01/01/2026 15:35:32,USR0009,PC-USR0009-01,C:\Documents\work_doc_42.docx,File Open,Sample content
FIL0000114,01/01/2026 16:26:43,USR0009,PC-USR0009-01,C:\Documents\work_doc_32.docx,File Open,Sample content
FIL0000115,01/01/2026 15:45:53,USR0009,PC-USR0009-01,C:\Documents\work_doc_29.docx,File Open,Sample content
FIL0000116,01/01/2026 16:10:05,USR0009,PC-USR0009-01,C:\Documents\work_doc_37.docx,File Open,Sample content
FIL0000117,01/01/2026 09:50:48,USR0009,PC-USR0009-01,C:\Documents\work_doc_15.docx,File Open,Sample content
FIL0000118,01/01/2026 13:02:17,USR0009,PC-USR0009-01,C:\Documents\work_doc_15.docx,File Open,Sample content
FIL0000119,01/01/2026 13:10:49,USR0009,PC-USR0009-01,C:\Documents\work_doc_30.docx,File Open,Sample content
FIL0000120,01/01/2026 16:35:32,USR0009,PC-USR0009-01,C:\Documents\work_doc_8.docx,File Open,Sample content
FIL0000121,01/01/2026 10:10:51,USR0010,PC-USR0010-01,C:\Documents\work_doc_44.docx,File Open,Sample content
FIL0000122,01/01/2026 13:52:45,USR0010,PC-USR0010-01,C:\Documents\work_doc_45.docx,File Open,Sample content
FIL0000123,01/01/2026 09:13:53,USR0010,PC-USR0010-01,C:\Documents\work_doc_21.docx,File Open,Sample content
FIL0000124,01/01/2026 11:05:45,USR0010,PC-USR0010-01,C:\Documents\work_doc_16.docx,File Open,Sample content
FIL0000125,01/01/2026 14:25:32,USR0010,PC-USR0010-01,C:\Documents\work_doc_4.docx,File Open,Sample content
FIL0000126,01/01/2026 13:16:52,USR0010,PC-USR0010-01,C:\Documents\work_doc_12.docx,File Open,Sample content
FIL0000127,01/01/2026 09:25:54,USR0010,PC-USR0010-01,C:\Documents\work_doc_29.docx,File Open,Sample content
FIL0000128,01/01/2026 12:06:29,USR0010,PC-USR0010-01,C:\Documents\work_doc_7.docx,File Open,Sample content
FIL0000129,01/01/2026 15:10:46,USR0011,PC-USR0011-01,C:\Documents\work_doc_5.docx,File Open,Sample content
FIL0000130,01/01/2026 10:21:38,USR0011,PC-USR0011-01,C:\Documents\work_doc_40.docx,File Open,Sample content
FIL0000131,01/01/2026 16:45:01,USR0011,PC-USR0011-01,C:\Documents\work_doc_28.docx,File Open,Sample content
FIL0000132,01/01/2026 11:38:56,USR0011,PC-USR0011-01,C:\Documents\work_doc_28.docx,File Open,Sample content
FIL0000133,01/01/2026 11:03:06,USR0011,PC-USR0011-01,C:\Documents\work_doc_22.docx,File Open,Sample content
FIL0000134,01/01/2026 12:12:26,USR0011,PC-USR0011-01,C:\Documents\work_doc_45.docx,File Open,Sample content
FIL0000135,01/01/2026 13:42:18,USR0011,PC-USR0011-01,C:\Documents\work_doc_20.docx,File Open,Sample content
FIL0000136,01/01/2026 12:06:03,USR0011,PC-USR0011-01,C:\Documents\work_doc_26.docx,File Open,Sample content
FIL0000137,01/01/2026 16:09:03,USR0011,PC-USR0011-01,C:\Documents\work_doc_24.docx,File Open,Sample content
FIL0000138,01/01/2026 09:27:05,USR0011,PC-USR0011-01,C:\Documents\work_doc_19.docx,File Open,Sample content
FIL0000139,01/01/2026 13:53:24,USR0012,PC-USR0012-01,C:\Documents\work_doc_45.docx,File Open,Sample content
FIL0000140,01/01/2026 16:51:26,USR0012,PC-USR0012-01,C:\Documents\work_doc_42.docx,File Open,Sample content
FIL0000141,01/01/2026 11:07:08,USR0012,PC-USR0012-01,C:\Documents\work_doc_45.docx,File Open,Sample content
FIL0000142,01/01/2026 09:54:10,USR0012,PC-USR0012-01,C:\Documents\work_doc_7.docx,File Open,Sample content
FIL0000143,01/01/2026 15:58:37,USR0012,PC-USR0012-01,C:\Documents\work_doc_31.docx,File Open,Sample content
FIL0000144,01/01/2026 16:11:39,USR0012,PC-USR0012-01,C:\Documents\work_doc_25.docx,File Open,Sample content
FIL0000145,01/01/2026 14:39:01,USR0012,PC-USR0012-01,C:\Documents\work_doc_44.docx,File Open,Sample content
FIL0000146,01/01/2026 11:30:58,USR0012,PC-USR0012-01,C:\Documents\work_doc_32.docx,File Open,Sample content
FIL0000147,01/01/2026 10:56:26,USR0012,PC-USR0012-01,C:\Documents\work_doc_29.docx,File Open,Sample content
FIL0000148,01/01/2026 09:04:16,USR0012,PC-USR0012-01,C:\Documents\work_doc_42.docx,File Open,Sample content
FIL0000149,01/01/2026 14:00:45,USR0012,PC-USR0012-01,C:\Documents\work_doc_44.docx,File Open,Sample content
FIL0000150,01/01/2026 12:42:55,USR0012,PC-USR0012-01,C:\Documents\work_doc_22.docx,File Open,Sample content
FIL0000151,01/01/2026 10:27:42,USR0012,PC-USR0012-01,C:\Documents\work_doc_47.docx,File Open,Sample content
FIL0000152,01/01/2026 12:30:22,USR0012,PC-USR0012-01,C:\Documents\work_doc_43.docx,File Open,Sample content
FIL0000153,01/01/2026 15:09:53,USR0012,PC-USR0012-01,C:\Documents\work_doc_36.docx,File Open,Sample content
FIL0000154,01/01/2026 09:00:41,USR0012,PC-USR0012-01,C:\Documents\work_doc_11.docx,File Open,Sample content
FIL0000155,01/01/2026 16:54:31,USR0012,PC-USR0012-01,C:\Documents\work_doc_11.docx,File Open,Sample content
FIL0000156,01/01/2026 10:48:31,USR0012,PC-USR0012-01,C:\Documents\work_doc_21.docx,File Open,Sample content
FIL0000157,01/01/2026 12:21:17,USR0012,PC-USR0012-01,C:\Documents\work_doc_4.docx,File Open,Sample content
FIL0000158,01/01/2026 10:18:39,USR0013,PC-USR0013-01,C:\Documents\work_doc_5.docx,File Open,Sample content
FIL0000159,01/01/2026 12:20:31,USR0013,PC-USR0013-01,C:\Documents\work_doc_29.docx,File Open,Sample content
FIL0000160,01/01/2026 14:39:42,USR0013,PC-USR0013-01,C:\Documents\work_doc_20.docx,File Open,Sample content
FIL0000161,01/01/2026 11:36:36,USR0013,PC-USR0013-01,C:\Documents\work_doc_24.docx,File Open,Sample content
FIL0000162,01/01/2026 14:27:10,USR0013,PC-USR0013-01,C:\Documents\work_doc_1.docx,File Open,Sample content
FIL0000163,01/01/2026 14:15:50,USR0013,PC-USR0013-01,C:\Documents\work_doc_15.docx,File Open,Sample content
FIL0000164,01/01/2026 15:17:53,USR0013,PC-USR0013-01,C:\Documents\work_doc_24.docx,File Open,Sample content
FIL0000165,01/01/2026 11:43:46,USR0013,PC-USR0013-01,C:\Documents\work_doc_22.docx,File Open,Sample content
FIL0000166,01/01/2026 16:29:28,USR0013,PC-USR0013-01,C:\Documents\work_doc_23.docx,File Open,Sample content
FIL0000167,01/01/2026 13:31:35,USR0013,PC-USR0013-01,C:\Documents\work_doc_7.docx,File Open,Sample content
FIL0000168,01/01/2026 11:41:38,USR0013,PC-USR0013-01,C:\Documents\work_doc_6.docx,File Open,Sample content
FIL0000169,01/01/2026 13:54:52,USR0013,PC-USR0013-01,C:\Documents\work_doc_9.docx,File Open,Sample content
FIL0000170,01/01/2026 09:43:13,USR0014,PC-USR0014-01,C:\Documents\work_doc_25.docx,File Open,Sample content
FIL0000171,01/01/2026 10:20:23,USR0014,PC-USR0014-01,C:\Documents\work_doc_40.docx,File Open,Sample content
FIL0000172,01/01/2026 13:11:35,USR0014,PC-USR0014-01,C:\Documents\work_doc_17.docx,File Open,Sample content
FIL0000173,01/01/2026 12:17:30,USR0014,PC-USR0014-01,C:\Documents\work_doc_40.docx,File Open,Sample content
FIL0000174,01/01/2026 14:23:11,USR0014,PC-USR0014-01,C:\Documents\work_doc_32.docx,File Open,Sample content
FIL0000175,01/01/2026 09:23:14,USR0015,PC-USR0015-01,C:\Documents\work_doc_39.docx,File Open,Sample content
FIL0000176,01/01/2026 10:00:59,USR0015,PC-USR0015-01,C:\Documents\work_doc_14.docx,File Open,Sample content
FIL0000177,01/01/2026 16:59:56,USR0015,PC-USR0015-01,C:\Documents\work_doc_6.docx,File Open,Sample content
FIL0000178,01/01/2026 16:51:40,USR0015,PC-USR0015-01,C:\Documents\work_doc_4.docx,File Open,Sample content
FIL0000179,01/01/2026 14:35:47,USR0015,PC-USR0015-01,C:\Documents\work_doc_27.docx,File Open,Sample content
FIL0000180,01/01/2026 14:50:45,USR0015,PC-USR0015-01,C:\Documents\work_doc_4.docx,File Open,Sample content
FIL0000181,01/01/2026 13:33:02,USR0015,PC-USR0015-01,C:\Documents\work_doc_47.docx,File Open,Sample content
FIL0000182,01/01/2026 10:53:19,USR0015,PC-USR0015-01,C:\Documents\work_doc_5.docx,File Open,Sample content
FIL0000183,01/01/2026 12:33:06,USR0015,PC-USR0015-01,C:\Documents\work_doc_7.docx,File Open,Sample content
FIL0000184,01/01/2026 12:34:24,USR0015,PC-USR0015-01,C:\Documents\work_doc_13.docx,File Open,Sample content
FIL0000185,01/01/2026 12:33:42,USR0015,PC-USR0015-01,C:\Documents\work_doc_16.docx,File Open,Sample content
FIL0000186,01/01/2026 11:35:47,USR0015,PC-USR0015-01,C:\Documents\work_doc_36.docx,File Open,Sample content
FIL0000187,01/01/2026 15:47:06,USR0015,PC-USR0015-01,C:\Documents\work_doc_50.docx,File Open,Sample content
FIL0000188,01/01/2026 15:19:19,USR0016,PC-USR0016-01,C:\Documents\work_doc_47.docx,File Open,Sample content
FIL0000189,01/01/2026 16:18:40,USR0016,PC-USR0016-01,C:\Documents\work_doc_12.docx,File Open,Sample content
FIL0000190,01/01/2026 10:57:08,USR0016,PC-USR0016-01,C:\Documents\work_doc_13.docx,File Open,Sample content
FIL0000191,01/01/2026 09:39:48,USR0016,PC-USR0016-01,C:\Documents\work_doc_17.docx,File Open,Sample content
FIL0000192,01/01/2026 09:29:31,USR0016,PC-USR0016-01,C:\Documents\work_doc_32.docx,File Open,Sample content
FIL0000193,01/01/2026 09:38:56,USR0016,PC-USR0016-01,C:\Documents\work_doc_32.docx,File Open,Sample content
FIL0000194,01/01/2026 16:14:14,USR0017,PC-USR0017-01,C:\Documents\work_doc_10.docx,File Open,Sample content
FIL0000195,01/01/2026 13:58:23,USR0017,PC-USR0017-01,C:\Documents\work_doc_26.docx,File Open,Sample content
FIL0000196,01/01/2026 11:44:58,USR0017,PC-USR0017-01,C:\Documents\work_doc_43.docx,File Open,Sample content
FIL0000197,01/01/2026 14:50:55,USR0017,PC-USR0017-01,C:\Documents\work_doc_21.docx,File Open,Sample content
FIL0000198,01/01/2026 16:31:01,USR0017,PC-USR0017-01,C:\Documents\work_doc_5.docx,File Open,Sample content
FIL0000199,01/01/2026 16:07:22,USR0017,PC-USR0017-01,C:\Documents\work_doc_31.docx,File Open,Sample content
FIL0000200,01/01/2026 16:54:10,USR0017,PC-USR0017-01,C:\Documents\work_doc_19.docx,File Open,Sample content
FIL0000201,01/01/2026 14:38:36,USR0017,PC-USR0017-01,C:\Documents\work_doc_9.docx,File Open,Sample content
FIL0000202,01/01/2026 10:25:52,USR0017,PC-USR0017-01,C:\Documents\work_doc_46.docx,File Open,Sample content
FIL0000203,01/01/2026 10:20:35,USR0017,PC-USR0017-01,C:\Documents\work_doc_42.docx,File Open,Sample content
FIL0000204,01/01/2026 10:50:19,USR0017,PC-USR0017-01,C:\Documents\work_doc_35.docx,File Open,Sample content
FIL0000205,01/01/2026 16:25:37,USR0017,PC-USR0017-01,C:\Documents\work_doc_27.docx,File Open,Sample content
FIL0000206,01/01/2026 12:39:15,USR0017,PC-USR0017-01,C:\Documents\work_doc_36.docx,File Open,Sample content
FIL0000207,01/01/2026 11:30:24,USR0017,PC-USR0017-01,C:\Documents\work_doc_5.docx,File Open,Sample content
FIL0000208,01/01/2026 14:13:52,USR0017,PC-USR0017-01,C:\Documents\work_doc_45.docx,File Open,Sample content
FIL0000209,01/01/2026 15:50:27,USR0017,PC-USR0017-01,C:\Documents\work_doc_37.docx,File Open,Sample content
FIL0000210,01/01/2026 14:34:44,USR0017,PC-USR0017-01,C:\Documents\work_doc_16.docx,File Open,Sample content
FIL0000211,01/01/2026 11:42:42,USR0017,PC-USR0017-01,C:\Documents\work_doc_5.docx,File Open,Sample content
FIL0000212,01/01/2026 16:07:37,USR0017,PC-USR0017-01,C:\Documents\work_doc_39.docx,File Open,Sample content
FIL0000213,01/01/2026 11:47:37,USR0018,PC-USR0018-01,C:\Documents\work_doc_15.docx,File Open,Sample content
FIL0000214,01/01/2026 10:02:47,USR0018,PC-USR0018-01,C:\Documents\work_doc_10.docx,File Open,Sample content
FIL0000215,01/01/2026 16:41:01,USR0018,PC-USR0018-01,C:\Documents\work_doc_31.docx,File Open,Sample content
FIL0000216,01/01/2026 09:15:44,USR0018,PC-USR0018-01,C:\Documents\work_doc_42.docx,File Open,Sample content
FIL0000217,01/01/2026 11:00:11,USR0018,PC-USR0018-01,C:\Documents\work_doc_41.docx,File Open,Sample content
FIL0000218,01/01/2026 09:57:19,USR0018,PC-USR0018-01,C:\Documents\work_doc_7.docx,File Open,Sample content
FIL0000219,01/01/2026 16:39:10,USR0018,PC-USR0018-01,C:\Documents\work_doc_38.docx,File Open,Sample content
FIL0000220,01/01/2026 10:52:52,USR0018,PC-USR0018-01,C:\Documents\work_doc_7.docx,File Open,Sample content
FIL0000221,01/01/2026 10:31:38,USR0018,PC-USR0018-01,C:\Documents\work_doc_40.docx,File Open,Sample content
FIL0000222,01/01/2026 12:04:51,USR0018,PC-USR0018-01,C:\Documents\work_doc_13.docx,File Open,Sample content
FIL0000223,01/01/2026 15:21:51,USR0018,PC-USR0018-01,C:\Documents\work_doc_48.docx,File Open,Sample content
FIL0000224,01/01/2026 15:20:07,USR0018,PC-USR0018-01,C:\Documents\work_doc_44.docx,File Open,Sample content
FIL0000225,01/01/2026 11:20:53,USR0018,PC-USR0018-01,C:\Documents\work_doc_14.docx,File Open,Sample content
FIL0000226,01/01/2026 09:37:11,USR0018,PC-USR0018-01,C:\Documents\work_doc_22.docx,File Open,Sample content
FIL0000227,01/01/2026 10:07:17,USR0018,PC-USR0018-01,C:\Documents\work_doc_10.docx,File Open,Sample content
FIL0000228,01/01/2026 15:10:44,USR0018,PC-USR0018-01,C:\Documents\work_doc_24.docx,File Open,Sample content
