user_id,date,login_count,logout_count,after_hours_logon,weekend_logon,unique_pcs,avg_login_hour,device_connect_count,device_disconnect_count,after_hours_device,weekend_device,file_activity_count,unique_files,sensitive_file_activity,after_hours_file,weekend_file,http_request_count,unique_domains,after_hours_http,weekend_http,suspicious_domain_count,email_count,attachment_count,recipient_count,avg_email_size,after_hours_email,weekend_email,is_malicious_label,is_insider,total_activity_volume,rolling_activity_avg_7d,rolling_activity_std_7d,activity_volume_zscore,rolling_sensitive_file_avg,rolling_sensitive_file_std,sensitive_file_zscore,rolling_attachment_avg,rolling_attachment_std,attachment_zscore,rolling_file_avg,rolling_file_std,file_activity_zscore,unusual_login_indicator,unusual_usb_indicator,unusual_file_indicator,unusual_web_indicator,unusual_email_indicator,activity_deviation_score
AAE0190,2026-01-15,1,1,1,0,1,8.35,0,0,0,0,15,12,0,0,0,105,1,0,0,0,9,2,9,0.4291534423828125,0,0,0,0,130,117.57142857142857,34.02380119297442,0.36529050231864774,0.0,0.5,0.0,2.4285714285714284,1.2724180205607036,0.0,13.571428571428571,5.349677337844557,0.2670388022218581,1,0,0,0,0,0.4336
AAE0190,2026-01-16,1,1,0,0,1,8.55,0,0,0,0,5,5,0,0,0,59,1,0,0,0,9,4,9,0.4291534423828125,0,0,0,0,74,125.57142857142857,28.147570308744484,-1.8321804690690158,0.0,0.5,0.0,2.4285714285714284,1.2724180205607036,1.2349939611324476,14.857142857142858,4.180453381654972,-2.3579123978271896,0,0,0,0,1,0.2589
AAE0190,2026-01-19,1,1,0,0,1,9.35,0,0,0,0,10,8,0,0,0,112,1,0,0,0,10,1,10,0.4291534423828125,0,0,0,0,133,127.0,24.522098876999358,0.2446772615221666,0.0,0.5,0.0,2.7142857142857144,1.3801311186847085,0.0,14.285714285714286,5.250850271282602,-0.8161943426864148,0,0,0,0,0,0.2354
AAE0190,2026-01-20,1,1,1,0,1,8.366666666666667,0,0,0,0,6,5,0,0,0,107,1,0,0,0,11,3,11,0.4291534423828125,0,0,0,0,125,128.14285714285714,24.599651565476634,-0.12776023003788606,0.0,0.5,0.0,2.4285714285714284,1.511857892036909,0.3779644730092273,14.428571428571429,5.0943479418254265,-1.654494652666239,1,0,0,0,0,0.4367
AAE0190,2026-01-21,2,1,1,0,1,16.083333333333332,1,1,1,0,139,55,41,139,0,474,2,474,0,66,21,20,21,7.806505475725446,21,0,1,1,637,127.14285714285714,24.55896693965072,10.0,0.0,0.5,10.0,2.857142857142857,1.0690449676496976,10.0,12.857142857142858,5.814595756329395,10.0,1,1,1,1,1,0.9986
AAE0190,2026-01-22,2,1,1,0,1,15.45,1,1,1,0,166,56,43,166,0,267,2,267,0,46,21,20,21,7.806505475725446,21,0,1,1,457,197.28571428571428,195.2679477757971,1.3300405349293918,5.857142857142857,15.496543393378316,2.39684787761949,5.285714285714286,6.575568054403759,2.2377208467078873,30.0,48.339080118126645,2.8134585860478847,1,1,1,1,1,0.977
AAE0190,2026-01-23,2,1,1,0,1,16.03333333333333,1,1,1,0,104,46,34,104,0,497,2,497,0,74,42,39,42,7.806505475725446,42,0,1,1,646,242.14285714285714,215.7146483756018,1.872182282929381,12.0,20.502032419575706,1.0730643455130824,7.571428571428571,8.541216596737314,3.6796363928502793,51.142857142857146,69.81267452124666,0.7571281750716542,1,1,1,1,1,0.9775
AAE0190,2026-01-24,2,1,2,1,1,15.616666666666667,1,1,1,1,171,56,54,171,1,218,2,218,1,25,30,33,30,8.462270100911459,30,1,1,1,422,314.57142857142856,256.5598417152466,0.41872715040027747,16.857142857142858,21.200853531784762,1.7519510281589272,12.714285714285714,14.25615990504088,1.422943795582806,63.57142857142857,70.46241821675142,1.524622261729755,1,1,1,1,1,0.9699
AAE0190,2026-01-25,2,1,1,1,1,15.583333333333334,1,1,1,1,88,46,35,88,1,306,2,306,1,56,38,33,38,6.771087646484375,38,1,1,1,435,356.2857142857143,245.0276952276445,0.3212464845704716,24.571428571428573,23.719592062660933,0.4396606569380232,17.142857142857142,15.15946977336357,1.0460222616100436,85.85714285714286,76.91429986556157,0.027860321768548066,1,1,1,1,1,0.9616
AAE0190,2026-01-26,2,1,1,0,1,15.741666666666667,1,1,1,0,73,37,35,73,0,403,2,403,0,64,40,35,40,6.884336471557617,40,0,1,1,519,407.85714285714283,211.39412525062326,0.5257613332966995,29.571428571428573,21.235639405310614,0.25563494109877605,21.285714285714285,14.929995375242479,0.9185726699572391,97.71428571428571,68.28546523166378,-0.36192600622168364,1,1,1,1,1,0.9607
AAE0190,2026-01-27,2,1,2,0,1,15.508333333333333,1,1,1,0,126,50,48,126,0,387,2,387,0,52,39,31,39,6.167093912760417,39,0,1,1,555,463.0,174.95046918104185,0.5258631224635172,34.57142857142857,16.761634196950514,0.8011492955152621,26.142857142857142,12.575486358103888,0.38623896673489855,106.71428571428571,58.205710732751676,0.3313371496185931,1,1,1,1,1,0.9614
AAE0190,2026-01-28,2,1,1,0,1,15.608333333333334,1,1,1,0,70,42,19,70,0,427,2,427,0,58,41,41,41,8.406290193883384,41,0,1,1,541,524.4285714285714,92.60283858654513,0.17895162636878742,41.42857142857143,7.546680127869536,0.0,30.142857142857142,7.358183005529078,1.4755195472828815,123.85714285714286,37.63610222215091,-1.4309968269095883,1,1,1,1,1,0.9606
AAE0190,2026-01-29,2,1,1,0,1,16.008333333333333,1,1,1,0,145,53,49,145,0,358,2,358,0,56,40,29,40,5.593299865722656,40,0,1,1,546,510.7142857142857,79.30681829812266,0.4449266159319564,38.285714285714285,11.368293418015528,0.9424708986932555,33.142857142857146,6.792853387410692,0.0,114.0,41.81307610465098,0.741394867060541,1,1,1,1,1,0.9601
AAE0190,2026-01-30,2,1,1,0,1,16.175,1,1,1,0,70,39,24,70,0,408,2,408,0,57,36,38,36,8.55790244208442,36,0,1,1,517,523.4285714285714,76.33884363559005,-0.08421101397944637,39.142857142857146,11.992060865819676,0.0,34.42857142857143,4.276179870598762,0.8351913809763313,111.0,38.04383436686337,-1.0777041978637012,1,1,1,1,1,0.9569
USR0002,2026-01-01,1,1,0,0,1,9.4,0,0,0,0,6,6,0,0,0,119,1,0,0,0,9,0,9,0.4291534423828125,0,0,0,0,135,135.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0,0,0,0,0,0.2315
USR0002,2026-01-02,1,1,1,0,1,8.383333333333333,0,0,0,0,19,13,0,0,0,40,1,0,0,0,12,1,12,0.4291534423828125,0,0,0,0,72,135.0,1.0,-3.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,1.0,10.0,1,0,1,0,0,0.735
USR0002,2026-01-05,1,1,1,0,1,8.45,0,0,0,0,18,16,0,0,0,86,1,0,0,0,4,0,4,0.4291534423828125,0,0,0,0,109,103.5,44.54772721475249,0.12346308877860354,0.0,0.5,0.0,0.5,0.7071067811865476,0.0,12.5,9.192388155425117,0.5983211225424633,1,0,0,0,0,0.4283
USR0002,2026-01-06,1,1,1,0,1,8.35,1,0,0,0,15,15,0,0,0,68,1,0,0,0,7,1,7,0.4291534423828125,0,0,0,0,92,105.33333333333333,31.65964834506747,-0.4211459706693376,0.0,0.5,0.0,0.3333333333333333,0.5773502691896258,1.1547005383792515,14.333333333333334,7.234178138070234,0.09215513551681821,1,1,0,0,0,0.7386
USR0002,2026-01-07,1,1,0,0,1,8.683333333333334,0,0,0,0,18,15,0,0,0,72,1,0,0,0,10,4,10,0.4291534423828125,0,0,0,0,101,102.0,26.695817400234567,-0.03745905154382773,0.0,0.5,0.0,0.5,0.5773502691896257,6.062177826491071,14.5,5.916079783099615,0.5916079783099617,0,0,0,0,1,0.384
USR0002,2026-01-08,1,1,0,0,1,9.6,0,0,0,0,11,10,0,0,0,101,1,0,0,0,12,2,12,0.4291534423828125,0,0,0,0,125,101.8,23.12358103754693,1.0033048065664651,0.0,0.5,0.0,1.2,1.6431676725154982,0.4868644955601477,15.2,5.357238094391549,-0.7839860625938851,0,0,0,0,0,0.259
USR0002,2026-01-09,1,1,0,0,1,9.866666666666667,0,0,0,0,6,6,0,0,0,42,1,0,0,0,4,1,4,0.4291534423828125,0,0,0,0,53,105.66666666666667,22.74789367538601,-2.315232672449748,0.0,0.5,0.0,1.3333333333333333,1.505545305418162,0.0,14.5,5.089204259999788,-1.6702021702702012,0,0,0,0,0,0.2315
USR0002,2026-01-12,1,1,0,0,1,8.616666666666667,0,0,0,0,15,12,0,0,0,91,1,0,0,0,4,1,4,0.4291534423828125,0,0,0,0,111,98.14285714285714,28.76588588026085,0.4469580012470755,0.0,0.5,0.0,1.2857142857142858,1.3801311186847083,0.0,13.285714285714286,5.6484300389366515,0.30349773343540204,0,0,0,0,0,0.2387
USR0002,2026-01-13,1,1,0,0,1,8.833333333333334,0,0,0,0,12,12,0,0,0,69,1,0,0,0,4,1,4,0.4291534423828125,0,0,0,0,86,94.71428571428571,24.797273275599515,-0.35142112672769366,0.0,0.5,0.0,1.4285714285714286,1.2724180205607034,0.0,14.571428571428571,4.649628761422531,-0.5530395443101688,0,0,0,0,0,0.2315
USR0002,2026-01-14,1,1,0,0,1,8.633333333333333,0,0,0,0,12,10,0,0,0,112,1,0,0,0,4,2,4,0.4291534423828125,0,0,0,0,129,96.71428571428571,23.17120544781307,1.3933549706090695,0.0,0.5,0.0,1.4285714285714286,1.2724180205607034,0.4490887131390719,13.571428571428571,4.2761798705987895,-0.3674842076295835,0,0,0,0,0,0.2649
USR0002,2026-01-15,1,1,0,0,1,9.433333333333334,0,0,0,0,5,5,0,0,0,117,1,0,0,0,12,4,12,0.4291534423828125,0,0,0,0,135,99.57142857142857,25.999084232956765,1.3626853588812844,0.0,0.5,0.0,1.7142857142857142,1.1126972805283735,2.054210364052382,12.714285714285714,3.8172540616821102,-2.0208992091258233,0,0,0,0,1,0.3035
USR0002,2026-01-16,1,1,0,0,1,9.733333333333333,0,0,0,0,15,14,0,0,0,114,1,0,0,0,7,2,7,0.4291534423828125,0,0,0,0,137,105.71428571428571,28.836980226289796,1.0849164524235468,0.0,0.5,0.0,2.142857142857143,1.3451854182690985,0.0,11.285714285714286,4.608480795022936,0.8059674932999755,0,0,0,0,0,0.2493
USR0002,2026-01-19,1,1,0,0,1,8.8,0,0,0,0,11,9,0,0,0,109,1,0,0,0,7,2,7,0.4291534423828125,0,0,0,0,128,110.85714285714286,30.986172031131197,0.5532421728516207,0.0,0.5,0.0,1.8571428571428572,1.0690449676496974,0.13363062095621214,10.857142857142858,3.9761191895520187,0.03592878785739765,0,0,0,0,0,0.2434
USR0002,2026-01-20,1,1,0,0,1,9.483333333333333,0,0,0,0,16,11,0,0,0,108,1,0,0,0,7,4,7,0.4291534423828125,0,0,0,0,132,111.28571428571429,31.234138831916415,0.6631937517393289,0.0,0.5,0.0,1.8571428571428572,1.0690449676496974,2.0044593143431833,10.857142857142858,3.9761191895520187,1.29343636286632,0,0,0,0,1,0.2891
USR0002,2026-01-21,1,1,1,0,1,8.433333333333334,0,0,0,0,15,12,0,0,0,66,1,0,0,0,4,2,4,0.4291534423828125,0,0,0,0,86,122.57142857142857,18.228705776486557,-2.0062548060105576,0.0,0.5,0.0,2.2857142857142856,1.2535663410560174,0.0,12.285714285714286,3.728908942943218,0.7279034580402854,1,0,0,0,0,0.4256
USR0002,2026-01-22,1,1,0,0,1,9.5,1,0,0,0,16,10,0,0,0,97,1,0,0,0,9,3,9,0.4291534423828125,0,0,0,0,124,119.0,22.759613353482088,0.21968738758187337,0.0,0.5,0.0,2.4285714285714284,1.1338934190276815,0.5039526306789699,12.285714285714286,3.728908942943218,0.9960784162656537,0,1,0,0,0,0.5201
USR0002,2026-01-23,1,1,0,0,1,8.766666666666667,0,0,0,0,13,11,0,0,0,112,1,0,0,0,8,0,8,0.4291534423828125,0,0,0,0,134,124.42857142857143,17.501020378415493,0.5469068868254839,0.0,0.5,0.0,2.7142857142857144,0.9511897312113418,0.0,12.857142857142858,3.9761191895520205,0.035928787857397636,0,0,0,0,0,0.2403
USR0002,2026-01-26,1,1,0,0,1,8.5,0,0,0,0,7,7,0,0,0,46,1,0,0,0,9,4,9,0.4291534423828125,0,0,0,0,63,125.14285714285714,17.817861557330346,-3.0,0.0,0.5,0.0,2.4285714285714284,1.3972762620115435,1.1246369913751453,13.0,3.95811402901264,-1.5158734579197337,0,0,0,0,1,0.2563
USR0002,2026-01-27,1,1,0,0,1,9.883333333333333,0,0,0,0,9,9,0,0,0,113,1,0,0,0,11,1,11,0.4291534423828125,0,0,0,0,134,114.85714285714286,28.661405940326635,0.6678966545714045,0.0,0.5,0.0,2.4285714285714284,1.3972762620115435,0.0,13.285714285714286,3.3022358947782506,-1.2978219673800977,0,0,0,0,0,0.2423
USR0002,2026-01-28,1,1,0,0,1,8.733333333333333,0,0,0,0,6,6,0,0,0,118,1,0,0,0,10,1,10,0.4291534423828125,0,0,0,0,135,114.42857142857143,28.29521245050208,0.7270285956472309,0.0,0.5,0.0,2.2857142857142856,1.4960264830861911,0.0,12.428571428571429,3.5523298860110977,-1.8096774890999934,0,0,0,0,0,0.2433
USR0002,2026-01-29,1,1,0,0,1,9.633333333333333,0,0,0,0,12,11,0,0,0,120,1,0,0,0,12,3,12,0.4291534423828125,0,0,0,0,145,115.42857142857143,28.970428272390357,1.0207453025335833,0.0,0.5,0.0,2.142857142857143,1.5735915849388862,0.5447047794019223,11.714285714285714,4.309458036856672,0.06629935441317979,0,0,0,0,0,0.2606
USR0002,2026-01-30,1,1,0,0,1,9.883333333333333,0,0,0,0,10,9,0,0,0,44,1,0,0,0,10,3,10,0.4291534423828125,0,0,0,0,65,117.28571428571429,30.58166272847334,-1.7097080283026336,0.0,0.5,0.0,2.0,1.414213562373095,0.7071067811865476,11.142857142857142,3.891382420536065,-0.293689239285741,0,0,0,0,0,0.2469
USR0003,2026-01-01,1,1,0,0,1,8.583333333333334,0,0,0,0,13,12,0,0,0,68,1,0,0,0,8,2,8,0.4291534423828125,0,0,0,0,90,90.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,13.0,1.0,0.0,0,0,0,0,0,0.2769
USR0003,2026-01-02,1,1,1,0,1,8.25,0,0,0,0,9,8,0,0,0,96,1,0,0,0,12,3,12,0.4291534423828125,0,0,0,0,118,90.0,1.0,10.0,0.0,1.0,0.0,2.0,1.0,1.0,13.0,1.0,-3.0,1,0,0,0,0,0.6726
USR0003,2026-01-05,1,1,0,0,1,8.816666666666666,0,0,0,0,6,5,0,0,0,74,1,0,0,0,8,1,8,0.4291534423828125,0,0,0,0,89,104.0,19.79898987322333,-0.7576144084141581,0.0,0.5,0.0,2.5,0.7071067811865476,0.0,11.0,2.8284271247461903,-1.7677669529663687,0,0,0,0,0,0.2315
USR0003,2026-01-06,1,1,1,0,1,8.283333333333333,0,0,0,0,5,5,0,0,0,92,1,0,0,0,9,4,9,0.4291534423828125,0,0,0,0,107,99.0,16.46207763315433,0.4859653913846296,0.0,0.5,0.0,2.0,1.0,2.0,9.333333333333334,3.5118845842842465,-1.2339053944782488,1,0,0,0,1,0.4959
USR0003,2026-01-07,1,1,0,0,1,8.716666666666667,0,0,0,0,6,6,0,0,0,89,1,0,0,0,12,2,12,0.4291534423828125,0,0,0,0,108,101.0,14.023789311975086,0.4991518229686048,0.0,0.5,0.0,2.5,1.2909944487358056,0.0,8.25,3.5939764421413045,-0.6260475092762271,0,0,0,0,0,0.2396
USR0003,2026-01-08,1,1,0,0,1,9.45,0,0,0,0,17,14,0,0,0,101,1,0,0,0,8,1,8,0.4291534423828125,0,0,0,0,127,102.4,12.541929676090517,1.9614206613593559,0.0,0.5,0.0,2.4,1.140175425099138,0.0,7.8,3.2710854467592254,2.8125220663724178,0,0,1,0,0,0.544
USR0003,2026-01-09,1,1,0,0,1,8.783333333333333,0,0,0,0,19,15,0,0,0,40,1,0,0,0,9,1,9,0.4291534423828125,0,0,0,0,69,106.5,15.056560032092323,-2.490608739318316,0.0,0.5,0.0,2.1666666666666665,1.1690451944500122,0.0,9.333333333333334,4.760952285695233,2.030406121840614,0,0,0,0,0,0.2315
USR0003,2026-01-12,1,1,0,0,1,9.733333333333333,0,0,0,0,9,8,0,0,0,64,1,0,0,0,5,1,5,0.4291534423828125,0,0,0,0,79,101.14285714285714,19.74359450073678,-1.1215210655805772,0.0,0.5,0.0,2.0,1.1547005383792515,0.0,10.714285714285714,5.677860093212516,-0.30192461352385597,0,0,0,0,0,0.2315
USR0003,2026-01-13,1,1,1,0,1,8.35,0,0,0,0,10,10,0,0,0,66,1,0,0,0,6,2,6,0.4291534423828125,0,0,0,0,83,99.57142857142857,21.164885564358265,-0.7829680213029315,0.0,0.5,0.0,1.8571428571428572,1.2149857925879117,0.11757927025044303,10.142857142857142,5.610364558225292,-0.02546307666365479,1,0,0,0,0,0.429
USR0003,2026-01-14,1,1,0,0,1,8.533333333333333,0,0,0,0,9,9,0,0,0,49,1,0,0,0,11,2,11,0.4291534423828125,0,0,0,0,70,94.57142857142857,20.197831095253296,-1.2165379765554687,0.0,0.5,0.0,1.7142857142857142,1.1126972805283735,0.25677629550654785,10.285714285714286,5.589105048046175,-0.23003938459946163,0,0,0,0,0,0.237
USR0003,2026-01-15,1,1,0,0,1,8.65,0,0,0,0,10,8,0,0,0,67,1,0,0,0,6,3,6,0.4291534423828125,0,0,0,0,84,91.85714285714286,22.244314415362947,-0.35322027509718873,0.0,0.5,0.0,1.8571428571428572,1.0690449676496974,1.0690449676496976,10.714285714285714,5.313952882562588,-0.13441702063817662,0,0,0,0,0,0.2551
USR0003,2026-01-16,1,1,0,0,1,9.466666666666667,0,0,0,0,10,9,0,0,0,54,1,0,0,0,12,2,12,0.4291534423828125,0,0,0,0,77,88.57142857142857,21.313979316066586,-0.5429032467299979,0.0,0.5,0.0,1.7142857142857142,0.7559289460184543,0.3779644730092274,11.428571428571429,4.720774754816659,-0.30261376633440124,0,0,0,0,0,0.2396
USR0003,2026-01-19,1,1,0,0,1,9.866666666666667,0,0,0,0,17,14,0,0,0,60,1,0,0,0,7,0,7,0.4291534423828125,0,0,0,0,85,84.14285714285714,19.76890294906432,0.043358139768875266,0.0,0.5,0.0,1.7142857142857142,0.7559289460184543,0.0,12.0,4.163331998932266,1.2009611535381532,0,0,0,0,0,0.2322
USR0003,2026-01-20,1,1,0,0,1,9.916666666666666,0,0,0,0,6,5,0,0,0,114,1,0,0,0,10,4,10,0.4291534423828125,0,0,0,0,131,78.14285714285714,6.5428987314128655,8.078551270153765,0.0,0.5,0.0,1.5714285714285714,0.9759000729485331,2.48854518601876,12.0,4.163331998932266,-1.441153384245784,0,0,0,0,1,0.4565
USR0003,2026-01-21,1,1,0,0,1,9.5,0,0,0,0,19,16,0,0,0,43,1,0,0,0,5,0,5,0.4291534423828125,0,0,0,0,68,87.0,20.074859899884732,-0.946457414634764,0.0,0.5,0.0,2.0,1.2909944487358056,0.0,10.142857142857142,3.3380918415851224,2.653355053567659,0,0,1,0,0,0.5
USR0003,2026-01-22,1,1,0,0,1,9.583333333333334,0,0,0,0,12,12,0,0,0,66,1,0,0,0,9,2,9,0.4291534423828125,0,0,0,0,88,85.42857142857143,21.204222400716507,0.12126964728221672,0.0,0.5,0.0,1.8571428571428572,1.4638501094227998,0.09759000729485327,11.571428571428571,4.649628761422531,0.0921732573850282,0,0,0,0,0,0.2355
USR0003,2026-01-23,1,1,0,0,1,9.916666666666666,0,0,0,0,5,5,0,0,0,70,1,0,0,0,4,1,4,0.4291534423828125,0,0,0,0,80,86.14285714285714,21.192990755031655,-0.28985324505927496,0.0,0.5,0.0,1.8571428571428572,1.4638501094227998,0.0,11.857142857142858,4.59813626840888,-1.4912874384028802,0,0,0,0,0,0.2315
USR0003,2026-01-26,1,1,0,0,1,9.383333333333333,0,0,0,0,14,13,0,0,0,79,1,0,0,0,7,2,7,0.4291534423828125,0,0,0,0,101,87.57142857142857,20.23904759663971,0.6634981890551498,0.0,0.5,0.0,1.7142857142857142,1.4960264830861913,0.19098210422376916,11.285714285714286,5.219012860502955,0.5200764563787909,0,0,0,0,0,0.2465
USR0003,2026-01-27,1,1,1,0,1,8.266666666666667,0,0,0,0,19,17,0,0,0,94,1,0,0,0,4,1,4,0.4291534423828125,0,0,0,0,118,90.0,20.752509888364507,1.3492343890267946,0.0,0.5,0.0,1.5714285714285714,1.3972762620115438,0.0,11.857142857142858,5.273473599964619,1.3544880821826937,1,0,0,0,0,0.4555
USR0003,2026-01-28,1,1,0,0,1,8.766666666666667,0,0,0,0,8,8,0,0,0,88,1,0,0,0,12,2,12,0.4291534423828125,0,0,0,0,109,95.85714285714286,22.20682005922633,0.5918387733049891,0.0,0.5,0.0,1.4285714285714286,1.3972762620115438,0.40895890595459816,13.142857142857142,5.8145957563293935,-0.8844737206810912,0,0,0,0,0,0.2502
USR0003,2026-01-29,1,1,0,0,1,9.383333333333333,0,0,0,0,14,12,0,0,0,42,1,0,0,0,12,2,12,0.4291534423828125,0,0,0,0,69,99.28571428571429,22.10365192839021,-1.3701678973154177,0.0,0.5,0.0,1.7142857142857142,1.2535663410560174,0.22792115291927598,11.857142857142858,5.814595756329394,0.3685307169504546,0,0,0,0,0,0.2364
USR0003,2026-01-30,1,1,0,0,1,8.916666666666666,0,0,0,0,18,18,0,0,0,93,1,0,0,0,10,2,10,0.4291534423828125,0,0,0,0,122,90.42857142857143,19.552128126772146,1.6147310597969513,0.0,0.5,0.0,1.4285714285714286,0.7867957924694428,0.7262730392025633,13.0,5.228129047119373,0.9563650695950076,0,0,0,0,0,0.2754
USR0004,2026-01-01,1,1,0,0,1,9.45,0,0,0,0,16,14,0,0,0,54,1,0,0,0,12,3,12,0.4291534423828125,0,0,0,0,83,83.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,16.0,1.0,0.0,0,0,0,0,1,0.3015
USR0004,2026-01-02,1,1,1,0,1,8.483333333333333,0,0,0,0,6,5,0,0,0,95,1,0,0,0,8,3,8,0.4291534423828125,0,0,0,0,110,83.0,1.0,10.0,0.0,1.0,0.0,3.0,1.0,0.0,16.0,1.0,-3.0,1,0,0,0,0,0.6457
USR0004,2026-01-05,1,1,0,0,1,9.883333333333333,0,0,0,0,18,16,0,0,0,54,1,0,0,0,11,3,11,0.4291534423828125,0,0,0,0,84,96.5,19.091883092036785,-0.6547285010986551,0.0,0.5,0.0,3.0,0.5,0.0,11.0,7.0710678118654755,0.9899494936611665,0,0,0,0,0,0.2315
USR0004,2026-01-06,1,1,0,0,1,9.566666666666666,0,0,0,0,19,18,0,0,0,93,1,0,0,0,8,0,8,0.4291534423828125,0,0,0,0,121,92.33333333333333,15.307950004273378,1.8726652921301719,0.0,0.5,0.0,3.0,0.5,0.0,13.333333333333334,6.429100507328636,0.8814089405208615,0,0,0,0,0,0.2628
USR0004,2026-01-07,1,1,0,0,1,8.833333333333334,0,0,0,0,17,14,0,0,0,104,1,0,0,0,8,1,8,0.4291534423828125,0,0,0,0,130,99.5,19.017535767461215,1.6037829702513378,0.0,0.5,0.0,2.25,1.5,0.0,14.75,5.965176722724427,0.37718916045330103,0,0,0,0,0,0.2581
USR0004,2026-01-08,1,1,0,0,1,9.816666666666666,1,0,0,0,7,7,0,0,0,98,1,0,0,0,7,0,7,0.4291534423828125,0,0,0,0,114,105.6,21.384573879317774,0.39280651779197334,0.0,0.5,0.0,2.0,1.4142135623730951,0.0,15.2,5.263078946776306,-1.5580233705258382,0,1,0,0,0,0.5088
