user,day,logon_count,logon_after_hours,logon_unique_pc,device_count,device_after_hours,device_unique_pc,file_count,file_unique_pc,email_count,email_unique_pc,email_size_sum,email_attachments_sum,hour,after_hours,auth_event,privilege_event,file_event,usb_event,network_event,process_event,email_event,remote,log_bytes,log_files,indicator_count,label
AAF0535,2010-01-06,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,72984.0,0.0,0,0,1,0,5.0,2.0,0.0,0,2.0,0,11.198009219564678,1.791759469228055,0,1
AAF0535,2010-01-07,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,82991.0,2.0,0,0,1,0,1.0,4.0,0.0,0,3.0,0,11.32649949659118,0.6931471805599453,0,1
AAF0535,2010-01-08,2.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,3.0,1.0,90997.0,2.0,0,0,1,0,3.0,8.0,0.0,0,3.0,0,11.41859280723549,1.3862943611198906,0,1
AAF0535,2010-01-11,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,102375.0,2.0,0,0,1,0,0.0,2.0,0.0,0,3.0,0,11.536407589117433,0.0,0,1
AAF0535,2010-01-12,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,115227.0,7.0,0,0,1,0,2.0,2.0,0.0,0,3.0,0,11.654668053266267,1.0986122886681098,0,1
AAF0535,2010-01-13,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,60690.0,1.0,0,0,1,0,1.0,2.0,0.0,0,3.0,0,11.01355069587326,0.6931471805599453,0,1
AAF0535,2010-01-14,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,79499.0,0.0,0,0,1,0,1.0,6.0,0.0,0,3.0,0,11.283512300642423,0.6931471805599453,0,1
AAF0535,2010-01-15,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,115222.0,4.0,0,0,1,0,1.0,2.0,0.0,0,3.0,0,11.654624660093742,0.6931471805599453,0,1
AAF0535,2010-01-18,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,4.0,2.0,0.0,0,0.0,0,0.0,1.6094379124341003,0,1
AAF0535,2010-01-19,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1.0,6.0,0.0,0,0.0,0,0.0,0.6931471805599453,0,1
AAF0535,2010-01-20,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,2.0,8.0,0.0,0,0.0,0,0.0,1.0986122886681098,0,1
AAF0535,2010-01-21,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,3.0,4.0,0.0,0,0.0,0,0.0,1.3862943611198906,0,1
AAF0535,2010-01-22,2.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,4.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-01-25,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1.0,4.0,0.0,0,0.0,0,0.0,0.6931471805599453,0,1
AAF0535,2010-01-26,2.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,2.0,6.0,0.0,0,0.0,0,0.0,1.0986122886681098,0,1
AAF0535,2010-01-27,2.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,4.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-01-28,2.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,4.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-01-29,2.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,4.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-02-01,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,3.0,4.0,0.0,0,0.0,0,0.0,1.3862943611198906,0,1
AAF0535,2010-02-02,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,4.0,4.0,0.0,0,0.0,0,0.0,1.6094379124341003,0,1
AAF0535,2010-02-03,2.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,5.0,4.0,0.0,0,0.0,0,0.0,1.791759469228055,0,1
AAF0535,2010-02-04,2.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,3.0,6.0,0.0,0,0.0,0,0.0,1.3862943611198906,0,1
AAF0535,2010-02-05,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,2.0,4.0,0.0,0,0.0,0,0.0,1.0986122886681098,0,1
AAF0535,2010-02-08,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1.0,2.0,0.0,0,0.0,0,0.0,0.6931471805599453,0,1
AAF0535,2010-02-09,2.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,4.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-02-10,2.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,4.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-02-11,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,3.0,2.0,0.0,0,0.0,0,0.0,1.3862943611198906,0,1
AAF0535,2010-02-12,2.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,4.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-02-15,0.0,0.0,0.0,4.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,5.0,4.0,0.0,0,0.0,0,0.0,1.791759469228055,0,1
AAF0535,2010-02-16,0.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,3.0,4.0,0.0,0,0.0,0,0.0,1.3862943611198906,0,1
AAF0535,2010-02-19,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,4.0,0.0,0,0.0,0,0.0,0.6931471805599453,0,1
AAF0535,2010-02-23,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-02-24,0.0,0.0,0.0,4.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,5.0,4.0,0.0,0,0.0,0,0.0,1.791759469228055,0,1
AAF0535,2010-02-25,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,3.0,2.0,0.0,0,0.0,0,0.0,1.3862943611198906,0,1
AAF0535,2010-02-26,0.0,0.0,0.0,6.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,5.0,6.0,0.0,0,0.0,0,0.0,1.791759469228055,0,1
AAF0535,2010-03-01,0.0,0.0,0.0,6.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,4.0,6.0,0.0,0,0.0,0,0.0,1.6094379124341003,0,1
AAF0535,2010-03-02,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,2.0,0.0,0,0.0,0,0.0,1.0986122886681098,0,1
AAF0535,2010-03-03,0.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,3.0,4.0,0.0,0,0.0,0,0.0,1.3862943611198906,0,1
AAF0535,2010-03-04,0.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,3.0,4.0,0.0,0,0.0,0,0.0,1.3862943611198906,0,1
AAF0535,2010-03-05,0.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,5.0,2.0,0.0,0,0.0,0,0.0,1.791759469228055,0,1
AAF0535,2010-03-08,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,2.0,0.0,0,0.0,0,0.0,0.6931471805599453,0,1
AAF0535,2010-03-09,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,3.0,2.0,0.0,0,0.0,0,0.0,1.3862943611198906,0,1
AAF0535,2010-03-10,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-03-11,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,4.0,0.0,0,0.0,0,0.0,0.6931471805599453,0,1
AAF0535,2010-03-12,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-03-15,0.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,5.0,2.0,0.0,0,0.0,0,0.0,1.791759469228055,0,1
AAF0535,2010-03-16,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-03-17,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,4.0,4.0,0.0,0,0.0,0,0.0,1.6094379124341003,0,1
AAF0535,2010-03-18,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-03-19,0.0,0.0,0.0,6.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,5.0,6.0,0.0,0,0.0,0,0.0,1.791759469228055,0,1
AAF0535,2010-03-22,0.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,3.0,4.0,0.0,0,0.0,0,0.0,1.3862943611198906,0,1
AAF0535,2010-03-23,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,4.0,0.0,0,0.0,0,0.0,0.6931471805599453,0,1
AAF0535,2010-03-24,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-03-25,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-03-26,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-03-29,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-03-30,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0535,2010-03-31,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.0,0.0,0,0.0,0,0.0,0.0,0,1
AAF0791,2010-01-04,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,293986.0,0.0,0,0,1,0,0.0,0.0,0.0,0,9.0,0,12.591290827656113,0.0,0,0
AAF0791,2010-01-05,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,246414.0,0.0,0,0,1,0,0.0,0.0,0.0,0,9.0,0,12.414772385411972,0.0,0,0
AAF0791,2010-01-06,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,275107.0,0.0,0,0,1,0,0.0,0.0,0.0,0,8.0,0,12.524919026824264,0.0,0,0
AAF0791,2010-01-07,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,260205.0,0.0,0,0,1,0,0.0,0.0,0.0,0,9.0,0,12.469228903979925,0.0,0,0
AAF0791,2010-01-08,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,277919.0,0.0,0,0,1,0,0.0,0.0,0.0,0,9.0,0,12.535088581474932,0.0,0,0
AAF0791,2010-01-11,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,269337.0,0.0,0,0,1,0,0.0,0.0,0.0,0,9.0,0,12.50372237541769,0.0,0,0
AAF0791,2010-01-12,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,251919.0,0.0,0,0,1,0,0.0,0.0,0.0,0,9.0,0,12.436866855774907,0.0,0,0
AAF0791,2010-01-13,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,234600.0,0.0,0,0,1,0,0.0,0.0,0.0,0,9.0,0,12.365641477767022,0.0,0,0
AAF0791,2010-01-14,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,309959.0,0.0,0,0,1,0,0.0,0.0,0.0,0,9.0,0,12.644198535877887,0.0,0,0
AAF0791,2010-01-15,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,312525.0,0.0,0,0,1,0,0.0,0.0,0.0,0,9.0,0,12.652442944697665,0.0,0,0
AAF0791,2010-01-18,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-01-19,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-01-20,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-01-21,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-01-22,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-01-25,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-01-26,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-01-27,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-01-28,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-01-29,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-02-01,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-02-02,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-02-03,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-02-04,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-02-05,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-02-08,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-02-09,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-02-10,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-02-11,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAF0791,2010-02-12,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
AAL0706,2010-01-04,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31054.0,0.0,0,0,1,0,0.0,0.0,0.0,0,1.0,0,10.343515104993404,0.0,0,0
AAL0706,2010-01-05,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22962.0,0.0,0,0,1,0,0.0,0.0,0.0,0,1.0,0,10.041639503918871,0.0,0,0
AAL0706,2010-01-06,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20703.0,0.0,0,0,1,0,0.0,0.0,0.0,0,1.0,0,9.938082197300627,0.0,0,0
AAL0706,2010-01-07,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24718.0,0.0,0,0,1,0,0.0,0.0,0.0,0,1.0,0,10.115327457678946,0.0,0,0
AAL0706,2010-01-08,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,39968.0,0.0,0,0,1,0,0.0,0.0,0.0,0,1.0,0,10.595859432628322,0.0,0,0
AAL0706,2010-01-11,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17892.0,2.0,0,0,1,0,0.0,0.0,0.0,0,1.0,0,9.792164853891862,0.0,0,0
AAL0706,2010-01-12,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,37839.0,0.0,0,0,1,0,0.0,0.0,0.0,0,1.0,0,10.541122023165814,0.0,0,0
AAL0706,2010-01-13,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31167.0,0.0,0,0,1,0,0.0,0.0,0.0,0,1.0,0,10.347147206442262,0.0,0,0
AAL0706,2010-01-14,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19649.0,0.0,0,0,1,0,0.0,0.0,0.0,0,1.0,0,9.885832617297407,0.0,0,0
AAL0706,2010-01-15,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23207.0,0.0,0,0,1,0,0.0,0.0,0.0,0,1.0,0,10.05225232580124,0.0,0,0
AAL0706,2010-01-18,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
